"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1998-Q4","Q4-1998","PC","Percentage","0","Units",,,7.11900393,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1999-Q1","Q1-1999","PC","Percentage","0","Units",,,-19.120532931,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1999-Q2","Q2-1999","PC","Percentage","0","Units",,,6.796124383,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1999-Q3","Q3-1999","PC","Percentage","0","Units",,,2.045483903,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1999-Q4","Q4-1999","PC","Percentage","0","Units",,,6.817623363,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2000-Q1","Q1-2000","PC","Percentage","0","Units",,,-7.772472204,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2000-Q2","Q2-2000","PC","Percentage","0","Units",,,-1.490495446,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2000-Q3","Q3-2000","PC","Percentage","0","Units",,,-4.029677825,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2000-Q4","Q4-2000","PC","Percentage","0","Units",,,1.922754055,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","Units",,,2.852862275,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","Units",,,-2.306994196,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","Units",,,1.84624272,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2001-Q4","Q4-2001","PC","Percentage","0","Units",,,-5.736492339,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2002-Q1","Q1-2002","PC","Percentage","0","Units",,,3.330649948,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2002-Q2","Q2-2002","PC","Percentage","0","Units",,,-2.162502459,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2002-Q3","Q3-2002","PC","Percentage","0","Units",,,4.192974977,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2002-Q4","Q4-2002","PC","Percentage","0","Units",,,-0.512582986,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2003-Q1","Q1-2003","PC","Percentage","0","Units",,,2.569912164,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2003-Q2","Q2-2003","PC","Percentage","0","Units",,,-3.330862105,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2003-Q3","Q3-2003","PC","Percentage","0","Units",,,2.412646242,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2003-Q4","Q4-2003","PC","Percentage","0","Units",,,-7.853715194,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2004-Q1","Q1-2004","PC","Percentage","0","Units",,,9.184841197,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2004-Q2","Q2-2004","PC","Percentage","0","Units",,,2.273176067,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2004-Q3","Q3-2004","PC","Percentage","0","Units",,,6.208274233,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2004-Q4","Q4-2004","PC","Percentage","0","Units",,,7.374544641,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2005-Q1","Q1-2005","PC","Percentage","0","Units",,,-2.845681987,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2005-Q2","Q2-2005","PC","Percentage","0","Units",,,4.75817046,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2005-Q3","Q3-2005","PC","Percentage","0","Units",,,-0.075498257,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2005-Q4","Q4-2005","PC","Percentage","0","Units",,,8.110669305,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2006-Q1","Q1-2006","PC","Percentage","0","Units",,,-2.622539149,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2006-Q2","Q2-2006","PC","Percentage","0","Units",,,6.656894706,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2006-Q3","Q3-2006","PC","Percentage","0","Units",,,-0.398606304,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2006-Q4","Q4-2006","PC","Percentage","0","Units",,,-0.259358074,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","Units",,,4.755207825,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","Units",,,4.485103538,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","Units",,,3.32655052,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","Units",,,2.862639008,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","Units",,,-3.525591998,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","Units",,,-1.422389983,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2008-Q3","Q3-2008","PC","Percentage","0","Units",,,2.891535009,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2008-Q4","Q4-2008","PC","Percentage","0","Units",,,-1.722572967,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2009-Q1","Q1-2009","PC","Percentage","0","Units",,,-5.118732426,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2009-Q2","Q2-2009","PC","Percentage","0","Units",,,-2.48328971,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2009-Q3","Q3-2009","PC","Percentage","0","Units",,,-2.737849648,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","Units",,,6.893327328,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,-10.571430095,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,1.943241599,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,-1.795618901,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,4.274130607,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,5.482199279,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,-3.259197469,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,2.772131983,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,1.38926723,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,0.73777539,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,1.246046097,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,5.348534579,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,5.371547452,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,-5.658702813,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,5.974977236,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,1.3339283,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,0.477827851,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,-2.165176282,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,1.095109654,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,-1.49571038,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,-2.049605919,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,-0.830059995,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,-0.034977954,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,-2.119617178,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,-0.189816377,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,0.37934583,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,5.579230908,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,1.883478509,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,-1.737468874,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,2.89547754,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,-1.381123566,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,-1.52134902,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,2.414098258,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,-2.42037388,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,4.807994439,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,-0.117195485,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,1.913710224,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,1.497579152,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,5.036249566,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,1.894468954,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,1.664530547,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-6.838825944,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-2.220255987,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,-1.472232079,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,1.369974023,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,-0.983283296,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,0.446288405,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,-1.547701445,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,3.289202146,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,-0.39212931,,
"NOR","Norway","P51","Gross fixed capital formation","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,-1.061109691,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1980-Q1","Q1-1980","PC","Percentage","0","Units",,,-1.568035244,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1980-Q2","Q2-1980","PC","Percentage","0","Units",,,-3.799974723,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1980-Q3","Q3-1980","PC","Percentage","0","Units",,,-0.9213927,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1980-Q4","Q4-1980","PC","Percentage","0","Units",,,0.754266249,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1981-Q1","Q1-1981","PC","Percentage","0","Units",,,10.743906519,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1981-Q2","Q2-1981","PC","Percentage","0","Units",,,1.218524195,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1981-Q3","Q3-1981","PC","Percentage","0","Units",,,2.968029267,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1981-Q4","Q4-1981","PC","Percentage","0","Units",,,6.316066783,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1982-Q1","Q1-1982","PC","Percentage","0","Units",,,4.784125827,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1982-Q2","Q2-1982","PC","Percentage","0","Units",,,1.374752577,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1982-Q3","Q3-1982","PC","Percentage","0","Units",,,-3.018413248,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1982-Q4","Q4-1982","PC","Percentage","0","Units",,,-0.278767229,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1983-Q1","Q1-1983","PC","Percentage","0","Units",,,3.453348973,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1983-Q2","Q2-1983","PC","Percentage","0","Units",,,8.187870769,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1983-Q3","Q3-1983","PC","Percentage","0","Units",,,3.710192943,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1983-Q4","Q4-1983","PC","Percentage","0","Units",,,6.082725061,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1984-Q1","Q1-1984","PC","Percentage","0","Units",,,-2.808632485,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1984-Q2","Q2-1984","PC","Percentage","0","Units",,,5.615495375,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1984-Q3","Q3-1984","PC","Percentage","0","Units",,,6.22011529,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1984-Q4","Q4-1984","PC","Percentage","0","Units",,,-3.879562756,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1985-Q1","Q1-1985","PC","Percentage","0","Units",,,3.997073624,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1985-Q2","Q2-1985","PC","Percentage","0","Units",,,-6.497217346,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1985-Q3","Q3-1985","PC","Percentage","0","Units",,,1.462281429,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1985-Q4","Q4-1985","PC","Percentage","0","Units",,,-11.133675179,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1986-Q1","Q1-1986","PC","Percentage","0","Units",,,1.792912009,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1986-Q2","Q2-1986","PC","Percentage","0","Units",,,11.165038848,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1986-Q3","Q3-1986","PC","Percentage","0","Units",,,1.862073552,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1986-Q4","Q4-1986","PC","Percentage","0","Units",,,15.467321755,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1987-Q1","Q1-1987","PC","Percentage","0","Units",,,-3.129494387,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1987-Q2","Q2-1987","PC","Percentage","0","Units",,,-7.423145337,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1987-Q3","Q3-1987","PC","Percentage","0","Units",,,6.502578834,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1987-Q4","Q4-1987","PC","Percentage","0","Units",,,8.936540764,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1988-Q1","Q1-1988","PC","Percentage","0","Units",,,0.959248797,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1988-Q2","Q2-1988","PC","Percentage","0","Units",,,6.562769891,,
"NOR","Norway","P51","Gross fixed capital formation","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1988-Q3","Q3-1988","PC","Percentage","0","Units",,,-9.383401494,,
